,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,bc_distance,bu_distance,nu_distance,hu_distance,mit_distance
170,101005433025,2024-04-30 08:02:54,2024-07-05 08:02:55,2024-05-06 09:28:06,ONTIME,Closed,Case Closed. Closed date : Mon May 06 13:28:06 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1715016482/boston/production/gbhsnxk4c0ihdimqcoat.jpg#spot=2b8f44e1-bf68-4519-8553-f4f3a8ec8b96,82-90 Massachusetts Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,82-90 Massachusetts Ave,2115.0,42.34858955961314,-71.08813053602461,0101000020E61000004C8042EEA3C551C0FB212B959E2C4540,Citizens Connect App,4.202930215180749,0.8916709387851953,0.6097575354259754,2.3531018033055804,0.8535513291820369
171,101005416952,2024-04-18 14:40:43,2024-06-25 04:30:00,2024-10-19 04:56:45,OVERDUE,Closed,Case Closed. Closed date : Sat Oct 19 08:56:45 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1729342600/boston/production/ocqa7bhj6x8nuw7w25dt.jpg#spot=5552b2fc-397a-4e47-b4f2-df3c9af96f0e,30 Hemenway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0406,30 Hemenway St,2115.0,42.345709561657074,-71.08917054417732,0101000020E610000085C05EF8B4C551C0A69DFE35402C4540,Citizens Connect App,4.112402037301243,0.8924100222949479,0.40831858216244454,2.4751404420230037,1.0269238135934964
172,101005416953,2024-04-18 14:42:13,2024-06-25 04:30:00,,OVERDUE,Open, ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,115 Norway St  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0406,115 Norway St,2115.0,42.34549956157846,-71.0889305447358,0101000020E61000005E50BD09B1C551C083E16254392C4540,Citizens Connect App,4.122027789119532,0.9092182336167913,0.39404640018716314,2.4941002918365016,1.0440697578821887
173,101005430675,2024-04-29 04:07:44,2024-07-03 04:30:00,2024-08-15 05:37:54,OVERDUE,Closed,Case Closed. Closed date : 2024-08-15 09:37:54.973 Case Referred to External Agency The graffiti tag at this location could not be removed by the City of Boston Property Management Department. The graffiti tag is located on MBTA/MASS DOT property and has been refereed to that agency for removal.  This case number has been closed and reallocated to that agency.   ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,INTERSECTION of Charlesgate E & Newbury St  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0510,INTERSECTION Charlesgate E & Newbury St,,42.34804835137621,-71.09156631285884,0101000020E610000038C9F338DCC551C0354B2FD98C2C4540,Citizens Connect App,4.0235456846033335,0.7264315513181442,0.5825833664564417,2.272459833897015,0.8434865235625687
174,101005576835,2024-07-20 07:34:53,,2024-07-23 09:31:45,ONTIME,Closed,Case Closed. Closed date : 2024-07-23 13:31:45.297 Case Invalid This case has been closed as there is not enough information to process this request.  If you feel this has been closed in error  please dial 311 to submit a new request. Sincerely  Boston 311 Team ,Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,4 Jersey St  Boston  MA  02215,4,10A,8,D4,Boston,14,05,0502,4 Jersey St,2215.0,42.346742745493806,-71.0986052540666,0101000020E6100000825B698C4FC651C0B502F810622C4540,Constituent Call,3.6531234773225756,0.4333398658972473,0.6788365779459243,2.156979122577121,0.9499232141546872
175,101005631964,2024-08-20 13:08:35,2024-10-25 04:30:00,2024-11-24 08:03:54,OVERDUE,Closed,Case Closed. Closed date : Sun Nov 24 13:03:54 EST 2024 Resolved The city of Boston property management department has removed the graffiti from this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1732471428/boston/production/s0mr4dag7r9jy3kfaodx.jpg#spot=ad5360e1-35cd-4ce7-82be-e7cf34612bbb,512 Beacon St  Boston  MA  02215,4,10A,8,D4,Boston,14,05,0509,512 Beacon St,2215.0,42.35085556233021,-71.09028353519263,0101000020E610000041C19734C7C551C0FAE9C6D5E82C4540,Citizens Connect App,4.132946931687817,0.7722827570342481,0.7658755515078772,2.1627969506405074,0.6693072496885971
176,101005510388,2024-06-10 11:52:51,2024-08-14 11:52:55,2024-06-10 11:55:15,ONTIME,Closed,Case Closed. Closed date : Mon Jun 10 15:55:15 EDT 2024 Resolved City of Boston property management department removed graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718049309/boston/production/sdyv3oaomh4apt2qoqaa.jpg#spot=d510fd43-bcff-48f3-9d68-a6dce65314b7,INTERSECTION of Public Alley No. 819 & Westland Ave  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,4,0407,INTERSECTION Public Alley No. 819 & Westland Ave,,42.34388156884332,-71.0894442841619,0101000020E610000087D28474B9C551C08AF0AD4F042C4540,City Worker App,4.078847640244219,0.9343467695830688,0.28228811614360205,2.5694077392318824,1.1466075100988722
177,101005635973,2024-08-22 17:47:51,2024-10-29 04:30:00,2024-10-19 06:49:10,ONTIME,Closed,Case Closed. Closed date : Sat Oct 19 10:49:10 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1729349344/boston/production/asfyghwbs4um7f4qlp8b.jpg#spot=84dba951-3e98-4906-9a53-379410b3fc87,41 Park Dr  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,41 Park Dr,2215.0,42.34348957005237,-71.09520056275997,0101000020E61000005AE719C417C651C02EF25A77F72B4540,Citizens Connect App,3.7840371999699536,0.7112679398714653,0.39862271496730506,2.4372595899338445,1.1488192447715417
178,101005637189,2024-08-23 13:01:41,2024-10-30 04:30:00,,OVERDUE,Open, ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,INTERSECTION of Fullerton St & Miner St  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,21,2101,INTERSECTION Fullerton St & Miner St,,42.34610287681327,-71.10270848772005,0101000020E6100000DFF19EC692C651C0757B5C194D2C4540,Citizens Connect App,3.4389765802597503,0.33345759611148834,0.8158256799732693,2.1090815396924656,1.0602202106673504
179,101005476560,2024-05-24 08:59:14,2024-07-31 08:59:15,2024-06-15 09:05:55,ONTIME,Closed,Case Closed. Closed date : Sat Jun 15 13:05:55 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718471149/boston/production/fbvudracej348x7lxazg.jpg#spot=fd8e7643-dcb3-4143-b33a-f420cada65c2,INTERSECTION of Babcock St & Gardner St  Boston  MA  ,11,04,8,D14,Allston / Brighton,14,21,2103,INTERSECTION Babcock St & Gardner St,,42.3528878237822,-71.12104984858922,0101000020E61000001838DD47BFC751C08C269F6D2B2D4540,Citizens Connect App,2.7046688301700232,0.8159687002602377,1.8609451904578762,1.493468041261563,1.4586660893919712
180,101005476627,2024-05-24 09:38:00,2024-07-31 09:38:01,2024-10-19 05:39:41,OVERDUE,Closed,Case Closed. Closed date : Sat Oct 19 09:39:41 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1729345173/boston/production/dqhn86dhh3bxnsek43fy.jpg#spot=b8033c23-67aa-4ef1-a3f9-7d2b1b4204ae,INTERSECTION of Commonwealth Ave & University Rd  Boston  MA  ,,,0,,,0,0,,INTERSECTION Commonwealth Ave & University Rd,,42.349935732964624,-71.1093274500327,0101000020E6100000839C8F38FFC651C07664B0B1CA2C4540,Citizens Connect App,3.1822623754690307,0.2043033349022741,1.2437640473791585,1.7499784024583631,1.0439412758291844
181,101005519008,2024-06-16 12:23:56,2024-08-21 04:30:00,2024-06-17 09:03:17,ONTIME,Closed,Case Closed. Closed date : Mon Jun 17 13:03:17 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1718643791/boston/production/vpxwaqgw7kmjydyxhpiy.jpg#spot=95a0999e-64cb-4c4d-ab60-e54ec6c50e66,29 Massachusetts Ave  Boston  MA  02115,4,10A,8,D4,Back Bay,14,Ward 5,0509,29 Massachusetts Ave,2115.0,42.35041956160075,-71.08954053472914,0101000020E6100000FE143908BBC551C0197A568CDA2C4540,Citizens Connect App,4.162081132707612,0.8098536063986872,0.7339550425661953,2.2104730061185314,0.7099125596203159
182,101005645270,2024-08-28 18:25:13,2024-11-04 03:30:00,,OVERDUE,Open, ,Graffiti: Ward 4  0407  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,43 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,43 Symphony Rd,2115.0,42.34315956118328,-71.08856054872695,0101000020E6100000E01FDDF9AAC551C0C34B0AA7EC2B4540,Self Service,4.116842836840922,0.9983507388255083,0.23441179334702164,2.636148523529072,1.2053862740930006
183,101005529398,2024-06-23 18:16:35,2024-08-27 04:30:00,2024-10-05 04:37:51,OVERDUE,Closed,Case Closed. Closed date : Sat Oct 05 08:37:51 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728131866/boston/production/mcdyg7bssl750e0kuqfl.jpg#spot=bba03953-ef83-4a3a-8882-055951453f10,354 Newbury St  Boston  MA  02115,4,1C,8,D4,Boston,14,05,0509,354 Newbury St,2115.0,42.3480715126156,-71.08740212361707,0101000020E610000052A213FF97C551C037AD799B8D2C4540,Citizens Connect App,4.23179116369665,0.9342376326825319,0.5788408176120535,2.4045000677773216,0.9006675948006574
184,101005688055,2024-09-17 13:44:00,2024-11-22 03:30:00,2024-10-05 04:25:32,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 08:25:32 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728131129/boston/production/amz5gsx4fryjgyy4ymac.jpg#spot=972e09a1-55fc-4160-8019-0daebf6a08b3,28 Haviland St  Boston  MA  02115,4,10A,8,D4,Boston,14,04,0406,28 Haviland St,2115.0,42.34617839914339,-71.08892768878614,0101000020E6100000E7C2C2FDB0C551C08573E3924F2C4540,Citizens Connect App,4.130270291230514,0.8925832915050583,0.4409290735476214,2.4567923746133555,0.9988624061904764
185,101005534055,2024-06-26 06:44:00,2024-08-29 06:44:05,2024-06-26 07:05:09,ONTIME,Closed,Case Closed. Closed date : Wed Jun 26 11:05:09 EDT 2024 Resolved The city of Boston property management department has removed the graffiti at this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1719414304/boston/production/btgrxaxs23sn3rwfdf1x.jpg#spot=d7a154db-e498-4e11-9e85-f5bcb654c747,INTERSECTION of Ipswich St & Boylston St  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0502,INTERSECTION Ipswich St & Boylston St,,42.34751560918153,-71.09238455559317,0101000020E6100000673BE9A0E9C551C0602438647B2C4540,City Worker App,3.974915083538998,0.6958783084318915,0.5573577954064117,2.2776349326633025,0.8744343222520597
186,101005703461,2024-09-28 19:56:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Brighton Ave & Commonwealth Ave  Boston  MA  ,11,04,8,D14,Allston / Brighton,14,21,2103,INTERSECTION Brighton Ave & Commonwealth Ave,,42.35205977216864,-71.12459674562214,0101000020E6100000A6E8A064F9C751C0CCD96B4B102D4540,Constituent Call,2.51715408484486,0.986140457034812,1.996236294927663,1.5777457167888744,1.6484440079635145
187,101005722113,2024-10-05 06:03:11,2024-12-12 03:30:00,2024-10-05 06:15:07,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 10:15:07 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728137700/boston/production/tfe7dzln749z7cuz46gm.jpg#spot=c1795530-d934-477b-9825-b245127128b1,INTERSECTION of Public Alley No. 811 & Gainsborough St  Boston  MA  ,4,10A,9,D4,Fenway / Kenmore / Audubon Circle / Longwood,13,4,0408,INTERSECTION Public Alley No. 811 & Gainsborough St,,42.342563779903045,-71.08980771813744,0101000020E61000000915DF68BFC551C026BD4321D92B4540,City Worker App,4.048534230667598,0.9667900947320093,0.19346659619298234,2.6343955812022686,1.2322320137431388
188,101005722273,2024-10-05 08:45:26,2024-12-12 03:30:00,2024-10-05 09:21:27,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 13:21:27 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728148882/boston/production/wcrstlyl45fwnllvq4kh.jpg#spot=307320b3-096e-401f-9a4b-182c70a0561b,72-74 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,72-74 Westland Ave,2115.0,42.34357956182716,-71.08923054914274,0101000020E6100000D2970CF4B5C551C092CF426AFA2B4540,City Worker App,4.086760177491731,0.9541658835475758,0.261150062131894,2.59277173689224,1.1693292629164214
189,101005722276,2024-10-05 08:46:12,2024-12-12 03:30:00,2024-10-05 09:22:52,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 13:22:52 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728148969/boston/production/bypfbd3tbjadurayphsj.jpg#spot=ebba797b-0bda-422b-a41b-68495aa22a47,72-74 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,72-74 Westland Ave,2115.0,42.34357956182716,-71.08923054914274,0101000020E6100000D2970CF4B5C551C092CF426AFA2B4540,City Worker App,4.086760177491731,0.9541658835475758,0.261150062131894,2.59277173689224,1.1693292629164214
190,101005613978,2024-08-07 20:38:39,,2024-08-12 08:52:57,ONTIME,Closed,Case Closed. Closed date : 2024-08-12 12:52:57.15 Case Invalid This case has been closed as there is not enough information to process this request.  If you feel this has been closed in error  please dial 311 to submit a new request. Sincerely  Boston 311 Team ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,24 Jersey St  Boston  MA  02215,4,10A,8,D4,Boston,14,05,0502,24 Jersey St,2215.0,42.346351581777256,-71.09838819212551,0101000020E610000077DFFCFD4BC651C05A53A63F552C4540,Constituent Call,3.658332375954895,0.4586524293657049,0.6519931787396929,2.1860665261934726,0.9737087085651179
191,101005607139,2024-08-02 13:55:53,2024-10-08 04:30:00,2024-10-05 04:38:16,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 08:38:16 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728131889/boston/production/azooj9ksvhb8ispyrxmp.jpg#spot=203df87c-8fe9-48f7-99a3-b146f6168dbc,354 Newbury St  Boston  MA  02115,4,1C,8,D4,Boston,14,05,0509,354 Newbury St,2115.0,42.3480715126156,-71.08740212361707,0101000020E610000052A213FF97C551C037AD799B8D2C4540,Citizens Connect App,4.23179116369665,0.9342376326825319,0.5788408176120535,2.4045000677773216,0.9006675948006574
192,101005628465,2024-08-18 05:06:25,2024-10-23 04:30:00,2024-09-19 05:26:47,ONTIME,Closed,Case Closed. Closed date : Thu Sep 19 09:26:47 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from the property with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1726752403/boston/production/f3rkdrhvvxeeyebquo3k.jpg#spot=ab0f7009-e7e0-4cb5-b4f5-3ad2a8e4ff87,353 Newbury St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,353 Newbury St,2115.0,42.34847955907277,-71.08746053445824,0101000020E610000016CC11F498C551C062C56AFA9A2C4540,Citizens Connect App,4.234739449682857,0.9266360496712752,0.6062496678015685,2.3812715017024257,0.8735395960734826
193,101005740314,2024-10-21 06:07:40,2024-12-26 05:07:42,,OVERDUE,Open, ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,INTERSECTION of Charlesgate & Beacon St  Boston  MA  ,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,5,0509,INTERSECTION Charlesgate & Beacon St,,42.35009693215108,-71.0922948186942,0101000020E610000070F88628E8C551C06902EDF9CF2C4540,Citizens Connect App,4.0203147856469235,0.6697730419594251,0.7288001130843875,2.1374874253285516,0.6979650752246829
194,101005633186,2024-08-21 05:29:55,2024-10-25 09:56:36,2024-09-13 07:03:27,ONTIME,Closed,Case Closed. Closed date : Fri Sep 13 11:03:27 EDT 2024 Resolved Graffiti at this location was removed by other ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1726239802/boston/production/k2n8mhnduw2xmgkhi0jk.jpg#spot=19b6977b-d79a-4529-bbaf-5d9de2792e20,33 Massachusetts Ave  Boston  MA  02215,4,10A,8,D4,Back Bay,14,05,0509,33 Massachusetts Ave,2215.0,42.35028956138674,-71.08951053511977,0101000020E6100000293F658ABAC551C0A324D149D62C4540,Citizens Connect App,4.161354709068121,0.8114975211454984,0.724940217826468,2.2182258189952133,0.7188905183717987
195,101005789847,2024-11-22 21:49:00,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1110 Commonwealth Ave  Boston  MA  02215,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,1110 Commonwealth Ave,2215.0,42.351529607316,-71.12461061098936,0101000020E6100000C5BBC89EF9C751C0BC7F13ECFE2C4540,Constituent Call,2.50008970944211,0.9835221915850816,1.9816230715963008,1.6137451905714735,1.6618145251513092
196,101005684050,2024-09-14 20:25:40,,,ONTIME,Open, ,Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,121 Park Dr  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,121 Park Dr,2215.0,42.34193957315079,-71.09752057158627,0101000020E61000009E69ECC63DC651C007F209ADC42B4540,Constituent Call,3.6523143245352463,0.7153662143859696,0.449919872483065,2.478917177910522,1.2661825142555159
197,101005719014,2024-10-02 23:30:33,2024-12-10 03:30:00,2024-10-05 04:51:46,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 08:51:46 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728132700/boston/production/qu6od1hhbf0tljxuybxv.jpg#spot=713b4523-de00-4fde-bed2-e0aff125bc2f,30 Massachusetts Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,30 Massachusetts Ave,2115.0,42.350369560719976,-71.08902053364619,0101000020E6100000B42B2E83B2C551C03167E6E8D82C4540,Citizens Connect App,4.186967440369119,0.8364363269449056,0.7303517321474989,2.2307051833439067,0.7224594639670596
198,101005722129,2024-10-05 06:20:08,2024-12-12 03:30:00,2024-10-05 06:45:32,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 10:45:32 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728139528/boston/production/bbqxutl16juuosgusvyg.jpg#spot=df2bcc0f-9849-414f-932b-3d75fdbf73d2,71 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,71 Symphony Rd,2115.0,42.34327956279179,-71.08951055075906,0101000020E61000000E0A768ABAC551C0B8C9AF95F02B4540,City Worker App,4.069814466155927,0.9525123283470252,0.24093980064466083,2.601749818938593,1.1866044981190094
199,101005722138,2024-10-05 06:24:22,2024-12-12 03:30:00,2024-10-05 06:44:57,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 10:44:57 EDT 2024 Resolved The city of Boston has removed the graffiti from this location with a pressure washer  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728139491/boston/production/z47btbriafa87rglqqui.jpg#spot=95179475-2e1d-40f0-9eec-058f662c7500,71 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,71 Symphony Rd,2115.0,42.34327956279179,-71.08951055075906,0101000020E61000000E0A768ABAC551C0B8C9AF95F02B4540,City Worker App,4.069814466155927,0.9525123283470252,0.24093980064466083,2.601749818938593,1.1866044981190094
200,101005722141,2024-10-05 06:26:43,2024-12-12 03:30:00,2024-10-05 06:42:22,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 10:42:22 EDT 2024 Resolved The city of Boston has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728139336/boston/production/k7vrxgb4mjiquzbwlfpe.jpg#spot=1374b4c6-891b-4a9a-80db-3f4a3b4b788c,71 Symphony Rd  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,71 Symphony Rd,2115.0,42.34327956279179,-71.08951055075906,0101000020E61000000E0A768ABAC551C0B8C9AF95F02B4540,City Worker App,4.069814466155927,0.9525123283470252,0.24093980064466083,2.601749818938593,1.1866044981190094
201,101005722281,2024-10-05 08:47:18,2024-12-12 03:30:00,2024-10-05 09:23:52,ONTIME,Closed,Case Closed. Closed date : Sat Oct 05 13:23:52 EDT 2024 Resolved The city of Boston property management department has removed the graffiti from this location with paint  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1728149027/boston/production/pmihlx3z7ajqi9iklcgj.jpg#spot=1d0831b9-8e6f-43b9-af5b-b3bc79aaf63d,72-74 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,72-74 Westland Ave,2115.0,42.34357956182716,-71.08923054914274,0101000020E6100000D2970CF4B5C551C092CF426AFA2B4540,City Worker App,4.086760177491731,0.9541658835475758,0.261150062131894,2.59277173689224,1.1693292629164214
202,101005756341,2024-11-02 11:24:04,2025-01-09 03:30:00,2024-11-25 05:37:18,ONTIME,Closed,Case Closed. Closed date : Mon Nov 25 10:37:18 EST 2024 Resolved Removed by the city of Boston graffiti removal  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1732549032/boston/production/neuzv31af0k5q4sj46bl.jpg#spot=ab623212-6ed0-40b5-92a1-113b909cdbdd,400 Brookline Ave  Boston  MA  02115,4,10A,8,B2,Fenway / Kenmore / Audubon Circle / Longwood,14,04,0410,400 Brookline Ave,2115.0,42.33862965602735,-71.10719170898979,0101000020E6100000DD209D3ADCC651C0EE0B7137582B4540,Citizens Connect App,3.13872030980323,0.8252587322916327,0.9224292553902598,2.5346251650353167,1.6250560014208844
203,101005759505,2024-11-05 07:58:06,2025-01-10 07:58:08,,OVERDUE,Open, ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,,INTERSECTION of Braves Field Way & Harry Agganis Way  Boston  MA  ,11,04,7,D14,Allston / Brighton,14,21,2102,INTERSECTION Braves Field Way & Harry Agganis Way,,42.35218419264377,-71.11838114457186,0101000020E61000008C19828E93C751C05DC9225F142D4540,Citizens Connect App,2.8071202570878615,0.6729861296774995,1.7183823731792145,1.5350089493847083,1.3503738329762525
204,101005343766,2024-03-08 11:31:39,2024-05-13 12:31:41,2024-05-06 12:55:31,ONTIME,Closed,Case Closed. Closed date : Mon May 06 16:55:31 EDT 2024 Resolved Done  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,,https://spot-boston-res.cloudinary.com/image/upload/v1715028924/boston/production/qvmm0hee4pysb0brkjkq.jpg#spot=c9a483f1-363f-40ab-abbb-0ab5b902cdc5,484 Beacon St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,484 Beacon St,2115.0,42.351279560981865,-71.08881053140632,0101000020E61000008EFB5D12AFC551C0CE1589BAF62C4540,Citizens Connect App,4.2131678823447585,0.8488157324527199,0.7934191943731492,2.191627746233314,0.6686865391518375
